frame,L_GOAL_TL_POST,L_GOAL_TR_POST,L_GOAL_BL_POST,L_GOAL_BR_POST,L_GOAL_AREA_BR_CORNER,L_GOAL_AREA_TR_CORNER,L_GOAL_AREA_BL_CORNER,L_GOAL_AREA_TL_CORNER,L_PENALTY_AREA_BR_CORNER,L_PENALTY_AREA_TR_CORNER,L_PENALTY_AREA_BL_CORNER,L_PENALTY_AREA_TL_CORNER,BL_PITCH_CORNER,TL_PITCH_CORNER,B_TOUCH_AND_HALFWAY_LINES_INTERSECTION,T_TOUCH_AND_HALFWAY_LINES_INTERSECTION,R_PENALTY_AREA_BL_CORNER,R_PENALTY_AREA_TL_CORNER,R_PENALTY_AREA_BR_CORNER,R_PENALTY_AREA_TR_CORNER,R_GOAL_AREA_BL_CORNER,R_GOAL_AREA_TL_CORNER,R_GOAL_AREA_BR_CORNER,R_GOAL_AREA_TR_CORNER,R_GOAL_TL_POST,R_GOAL_TR_POST,R_GOAL_BL_POST,R_GOAL_BR_POST,BR_PITCH_CORNER,TR_PITCH_CORNER,CENTER_CIRCLE_TANGENT_TR,CENTER_CIRCLE_TANGENT_TL,CENTER_CIRCLE_TANGENT_BR,CENTER_CIRCLE_TANGENT_BL,CENTER_CIRCLE_TR,CENTER_CIRCLE_TL,CENTER_CIRCLE_BR,CENTER_CIRCLE_BL,CENTER_CIRCLE_R,CENTER_CIRCLE_L,T_HALFWAY_LINE_AND_CENTER_CIRCLE_INTERSECTION,B_HALFWAY_LINE_AND_CENTER_CIRCLE_INTERSECTION,CENTER_MARK,LEFT_CIRCLE_R,BL_16M_LINE_AND_PENALTY_ARC_INTERSECTION,TL_16M_LINE_AND_PENALTY_ARC_INTERSECTION,LEFT_CIRCLE_TANGENT_T,LEFT_CIRCLE_TANGENT_B,L_PENALTY_MARK,L_MIDDLE_PENALTY,RIGHT_CIRCLE_L,BR_16M_LINE_AND_PENALTY_ARC_INTERSECTION,TR_16M_LINE_AND_PENALTY_ARC_INTERSECTION,RIGHT_CIRCLE_TANGENT_T,RIGHT_CIRCLE_TANGENT_B,R_PENALTY_MARK,R_MIDDLE_PENALTY
00000,0.0064377025701105595,0.0081529775634408,0.005596098955720663,0.007062989287078381,0.005711255129426718,0.009697805158793926,0.004833321552723646,0.007125627715140581,0.007198213133960962,0.011195415630936623,0.008167601190507412,0.00887351855635643,0.010756710544228554,0.011101228184998035,0.012430363334715366,0.020531268790364265,0.5191320180892944,0.8194827437400818,0.020076638087630272,0.9396745562553406,0.4505106806755066,0.9381693005561829,0.10298129916191101,0.8508056998252869,0.6993047595024109,0.336590439081192,0.692256510257721,0.32339757680892944,0.010581176728010178,0.934084951877594,0.054938096553087234,0.036043018102645874,0.05631953850388527,0.03674542158842087,0.04634501039981842,0.03561868518590927,0.04972686618566513,0.03659706935286522,0.05786537379026413,0.036227721720933914,0.03726647421717644,0.03982314467430115,0.039135344326496124,0.03087136708199978,0.025458447635173798,0.02749110572040081,0.030463285744190216,0.030739428475499153,0.02322298474609852,0.02785627357661724,0.9443705081939697,0.9489503502845764,0.9575035572052002,0.9376595616340637,0.9541186094284058,0.9474499225616455,0.9657098650932312
00001,0.003661110531538725,0.0032323417253792286,0.003021778305992484,0.0026280879974365234,0.005206766538321972,0.005395352840423584,0.004461912903934717,0.0028208980802446604,0.008848358877003193,0.03253713622689247,0.011312552727758884,0.004121857695281506,0.014412344433367252,0.008149269036948681,0.021037138998508453,0.061171382665634155,0.5780636668205261,0.9205724596977234,0.04250821843743324,0.909218966960907,0.5533409714698792,0.9226605296134949,0.15816064178943634,0.7859724164009094,0.5956724882125854,0.3183252513408661,0.5880612134933472,0.30258795619010925,0.014972114935517311,0.921545147895813,0.09793991595506668,0.06903403252363205,0.09585438668727875,0.068195641040802,0.09001461416482925,0.07330732047557831,0.08851039409637451,0.07068512588739395,0.09856971353292465,0.06961826980113983,0.08441856503486633,0.08439604192972183,0.07976821810007095,0.025988124310970306,0.0177749115973711,0.025880008935928345,0.028104213997721672,0.022544994950294495,0.013966317288577557,0.019004380330443382,0.909774661064148,0.9224433898925781,0.9496181011199951,0.9115673303604126,0.9150023460388184,0.929138720035553,0.9459874629974365
00002,0.01702660135924816,0.013343635946512222,0.01613786816596985,0.012498654425144196,0.011533306911587715,0.008156140334904194,0.014979571104049683,0.008015056140720844,0.008324339054524899,0.008380857296288013,0.016014909371733665,0.005836860742419958,0.018335465341806412,0.006762835197150707,0.017786135897040367,0.017226625233888626,0.7817180752754211,0.3339279294013977,0.09855642169713974,0.9483577013015747,0.8962027430534363,0.9579396843910217,0.6469151377677917,0.9604939222335815,0.9446495771408081,0.8755161166191101,0.9460687637329102,0.8764460682868958,0.020740455016493797,0.833099901676178,0.060666076838970184,0.04989304766058922,0.06132498383522034,0.05034838989377022,0.05498185381293297,0.04832005873322487,0.057532962411642075,0.050183508545160294,0.06197189539670944,0.05047451704740524,0.04791964590549469,0.04969532787799835,0.05060086399316788,0.02899869531393051,0.025525793433189392,0.025648700073361397,0.02906515635550022,0.028816288337111473,0.025884553790092468,0.02516777813434601,0.777592658996582,0.9453830718994141,0.8530996441841125,0.7419874668121338,0.8353641033172607,0.9586091041564941,0.919519305229187
00003,0.019599301740527153,0.013342341408133507,0.021594569087028503,0.014364318922162056,0.017695050686597824,0.010900275781750679,0.023958126083016396,0.00857311487197876,0.012726500630378723,0.022398507222533226,0.028612537309527397,0.006603671237826347,0.02627710811793804,0.009646699763834476,0.026288112625479698,0.028451140969991684,0.3671777844429016,0.120914988219738,0.1804007738828659,0.8469257354736328,0.8807703852653503,0.8625672459602356,0.7454078793525696,0.9181682467460632,0.8848733305931091,0.8719297647476196,0.9048055410385132,0.8690253496170044,0.03165001794695854,0.56141197681427,0.09296729415655136,0.0913415476679802,0.09153851866722107,0.09069252014160156,0.09567660838365555,0.09367648512125015,0.0963837280869484,0.09477011859416962,0.09334458410739899,0.09052509814500809,0.09643272310495377,0.09878502041101456,0.09305930137634277,0.058412812650203705,0.04616539925336838,0.05643044784665108,0.060927193611860275,0.055234700441360474,0.04256810247898102,0.045213159173727036,0.16237999498844147,0.528626561164856,0.3370474874973297,0.1588464379310608,0.19147025048732758,0.7646865248680115,0.4028290808200836
00004,0.005808785557746887,0.008249608799815178,0.004961470607668161,0.007007055915892124,0.005474230740219355,0.01146105770021677,0.004227667115628719,0.007795993704348803,0.007517860271036625,0.013663286343216896,0.007543106097728014,0.010841977782547474,0.01007999386638403,0.014043780043721199,0.011975470930337906,0.021738652139902115,0.41317835450172424,0.8351437449455261,0.015211883001029491,0.916619062423706,0.31854328513145447,0.9100812077522278,0.06308270990848541,0.7697563767433167,0.5695165395736694,0.2215326428413391,0.5564971566200256,0.20781774818897247,0.00973573699593544,0.9258119463920593,0.057140856981277466,0.036893635988235474,0.058682821691036224,0.03763185441493988,0.047959137707948685,0.03654876723885536,0.051328763365745544,0.03748249262571335,0.0603555329144001,0.036970511078834534,0.03856535255908966,0.04102049767971039,0.040160488337278366,0.03572458028793335,0.028802601620554924,0.03274552896618843,0.03525342419743538,0.03559930622577667,0.026057658717036247,0.03259238973259926,0.9417390823364258,0.9308173656463623,0.9536100029945374,0.9358192682266235,0.9499941468238831,0.9261285066604614,0.9585135579109192
00005,0.014546751044690609,0.01164122112095356,0.013993648812174797,0.011147666722536087,0.01085805706679821,0.007716864813119173,0.013451509177684784,0.007599270902574062,0.008992369286715984,0.008267022669315338,0.01535272877663374,0.00569160608574748,0.01669721119105816,0.006478569936007261,0.017134111374616623,0.018633028492331505,0.8145737648010254,0.4817342460155487,0.09259143471717834,0.9565922617912292,0.8876132965087891,0.964441180229187,0.6066836714744568,0.9606698155403137,0.937757134437561,0.8499025702476501,0.9408878684043884,0.854698896408081,0.018896639347076416,0.8773171901702881,0.05832114815711975,0.04558499902486801,0.05914066731929779,0.04592949151992798,0.05193376913666725,0.044099144637584686,0.054706912487745285,0.04558367282152176,0.06002842262387276,0.0459602028131485,0.0441838838160038,0.04600387066602707,0.046785350888967514,0.025803741067647934,0.02318485826253891,0.022306974977254868,0.02577524073421955,0.025650572031736374,0.023094788193702698,0.022555546835064888,0.8501615524291992,0.9583663940429688,0.9000748991966248,0.8249018788337708,0.8893925547599792,0.9661811590194702,0.9444214105606079
00006,0.4462575316429138,0.7558154463768005,0.4253479540348053,0.752287745475769,0.5116605162620544,0.8968181014060974,0.13232003152370453,0.8358122706413269,0.4330710470676422,0.4679381251335144,0.026561107486486435,0.8828286528587341,0.016473790630698204,0.8167028427124023,0.017655888572335243,0.02115258015692234,0.010510161519050598,0.02218778431415558,0.01335952803492546,0.015001368708908558,0.011228677816689014,0.020837891846895218,0.010533209890127182,0.013528903014957905,0.017313798889517784,0.01378418505191803,0.015553953126072884,0.013211993500590324,0.01782323606312275,0.0204455628991127,0.0558336116373539,0.06715661287307739,0.05661540850996971,0.0675969272851944,0.05476972833275795,0.061591003090143204,0.055698685348033905,0.06241614371538162,0.05697420984506607,0.06807705014944077,0.05659962072968483,0.05573809891939163,0.05903347581624985,0.8316559791564941,0.9048525094985962,0.8640949726104736,0.8070120811462402,0.8653614521026611,0.9153020977973938,0.9082527756690979,0.07497341185808182,0.05157402157783508,0.06597830355167389,0.07641109079122543,0.07570472359657288,0.04769241064786911,0.0658843070268631
00007,0.011721665039658546,0.010080760344862938,0.011396700516343117,0.009615294635295868,0.008124712854623795,0.007373164873570204,0.009581651538610458,0.006256547290831804,0.006030643358826637,0.007586314342916012,0.011340106837451458,0.005036639515310526,0.014208539389073849,0.0062190997414290905,0.013503522612154484,0.012382456101477146,0.6969693899154663,0.2036532163619995,0.06392578780651093,0.9386149048805237,0.8633689284324646,0.9510464072227478,0.5278980135917664,0.95441734790802,0.9336662292480469,0.837705671787262,0.9359905123710632,0.838826060295105,0.015971969813108444,0.7825896143913269,0.051833491772413254,0.04488460347056389,0.05258706212043762,0.04596121236681938,0.04717334359884262,0.04260944575071335,0.04996567592024803,0.04515929892659187,0.05301789939403534,0.045717090368270874,0.04124142974615097,0.04342211037874222,0.043880052864551544,0.033712513744831085,0.02743540145456791,0.029561493545770645,0.03351374343037605,0.033720530569553375,0.028245633468031883,0.028824318200349808,0.6911008358001709,0.931444525718689,0.7948787808418274,0.640881359577179,0.7716462016105652,0.9515913724899292,0.8924683332443237
00008,0.016104981303215027,0.011544369161128998,0.015932820737361908,0.01093881856650114,0.014876186847686768,0.009663405828177929,0.01936178281903267,0.007187994197010994,0.012001072987914085,0.023557359352707863,0.02697710134088993,0.0062511153519153595,0.028595546260476112,0.00962034147232771,0.029122939333319664,0.034111082553863525,0.44499754905700684,0.2365361750125885,0.180381640791893,0.8984386920928955,0.8907368779182434,0.9066212177276611,0.7352423071861267,0.9328047037124634,0.9014094471931458,0.870610773563385,0.9093133211135864,0.859844446182251,0.033595651388168335,0.7100001573562622,0.09566899389028549,0.0886857733130455,0.09262267500162125,0.0875774621963501,0.09644781053066254,0.0917256772518158,0.09678955376148224,0.09195234626531601,0.0956101045012474,0.08788999170064926,0.09607043117284775,0.09723600745201111,0.09178587794303894,0.049173351377248764,0.04052805155515671,0.0499209463596344,0.05156024172902107,0.04662282019853592,0.036501459777355194,0.039686862379312515,0.27006658911705017,0.6617320775985718,0.5050268173217773,0.26625335216522217,0.31128138303756714,0.839989185333252,0.5692057609558105
00009,0.489691823720932,0.5041118264198303,0.41611215472221375,0.42730098962783813,0.27074134349823,0.2742495834827423,0.18479019403457642,0.20014387369155884,0.10762500762939453,0.07478377968072891,0.07179075479507446,0.06238475814461708,0.04068056493997574,0.037905726581811905,0.0513233058154583,0.07093566656112671,0.10371805727481842,0.16432298719882965,0.04026750847697258,0.058586571365594864,0.22159694135189056,0.24540400505065918,0.11438345164060593,0.13586527109146118,0.3702131509780884,0.40461358428001404,0.2887457609176636,0.30317366123199463,0.035523559898138046,0.059281691908836365,0.5118424296379089,0.5162973999977112,0.5046937465667725,0.5022247433662415,0.4922085404396057,0.4854348301887512,0.4711324870586395,0.4615170657634735,0.514369785785675,0.5088068246841431,0.4722370207309723,0.447319895029068,0.5192427039146423,0.5805556774139404,0.5421158671379089,0.5436920523643494,0.578599214553833,0.5690624117851257,0.6246832013130188,0.6071409583091736,0.6800118088722229,0.5794683694839478,0.637050211429596,0.6812918782234192,0.6757002472877502,0.5987131595611572,0.6597176790237427
